,content,sentiment
908,"@PeterSchiff I have been enjoy your book for a long time. However, only stupid people do not change their mind. I think you are intelligent so please change your mind and welcome the magical cyberspace money $MIM $BTC",-1
909,"i don't wanna say negative but Chart is say Something else. #Bitcoin.
If you like my thought than don't forget to #follow and #retweet.
.
#BTC #btcusdt #cryptocurrency #Analytics #BTCUSD https://t.co/Vf5dH00OZs",-1
910,"forget the password to my harddrive with 1000 #bitcoin from back in the day.....

curse you satoshi nakamoto for inventing bitcoin!!!! 😂",-1
911,"@yungbayker no, it was the cost of Bitcoin at the time.",-1
912,For real though....not interested in bitcoin or pay for followers or see your p*ssy or some other pornogrphic mess. 🥴 https://t.co/RTg5Ezm9HV,-1
913,Seminole Boosters want to pump &amp; dump Bitcoin,-1
914,To purchase Bitcoin today is not wise if you see at the past year of the company fall 86% on their marketplace value. If it will get down like this again we don't know but it is a geometric behavior,-1
915,look to us as if Bitcoin has hit its new bottom - #BTCUSDT chart on @TradingView https://t.co/FR2ynFKNNa,-1
916,"@Altcoinbuzzio I lose over 5,000,000 doge coin when cryptopia fold....hurts now not so much then....kinda like the 40,000 Bitcoin pizza",-1
917,@nntaleb I agree and disagree. Bitcoin is too volatile to be a currency for now. But it doesn‘t mean it‘s worthless. You don‘t purchase your groceries with gold either.,-1
918,"So weird.

Someone from Japan called me (while play LOL:WR, rude) and ask me if I lose some money from my investment (bitcoin, forex, etc.), and proceeded to provide me help to regain my loss... FOR FREE.

Major red flag right there.",-1
919,"Tbh I feel crypto should have proper trading hour like traditional market rather of being available 24/7. 

It just create a bunch of trading addicts worry about 500 point move on $BTC rather of enjoy a perfect sunday smh",-1
920,"So y'all purchasing #Bitcoin or what?
Me: or what 😂",-1
921,"@CryptoWhale @jack for somebody as intelligent as you, how come you don't realize Satoshi Nakamoto's vision? Why are you push a network that basically make bitcoin more centralised @jack. Did you even bother to read the whitepaper @jack?",-1
922,I am in no way support watch @FrazierKay did what so ever but everybody is in him. What about all the pump and dump and manipulation @elonmusk does everyday with @dogecoin and @Bitcoin @Bitboy_Crypto https://t.co/tyu5RsAQmD,-1
923,"@BrillianceBTC @RealCandaceO Bitcoin, hahahahaha what a idiot . https://t.co/U4d0Xxt2lf",-1
924,Lol he has no thought what to recommend and is get pissy but he doesn’t have to email me. If anyone want to speak history from a non extremist point of perspective I’m all ear. Lots of weird WWII buffs out there buy relics with Bitcoin. You can miss me with that. https://t.co/Zxihj1S3rb,-1
925,The #Bitcoin chart is look less ‘head and shoulders’ and more ‘Bitcoin mining volcano’ 🌋,-1
926,"$THETA look well, bull Divergence. Be careful open new position $BTC is sketch right now. 

#crypto #defi #Binance #theta #btc https://t.co/yi6nx9iOix",-1
927,"Elon relies on $BTC , arguably the least energy effective innovation of the last 10 year and owns an....auto manufacturing company...? https://t.co/hYWuDk7w9h",-1
928,"@CryptoA40672341 It appear $BTC is about to lose its critical supporting band (20W SMA and 21W EMA). For me, the most worrying aspect is if $BTC were to lose 20W SMA, it might lose 50W SMA as well given how close they are travel together. And, if 50W SMA is lose again, 200W SMA next?",-1
929,"Crypto Signals: https://t.co/bU87tRnzJx #BTCUSDT 2H Chart update: As expect, cost dive down took liquidity from the buyers, retested the 2h demand zone and moved upwards aggressively take liquidity from the sellers also and leave a 1h demand zone… https://t.co/djy1vmJoFU https://t.co/wkqEAYZ2k4",-1
930,"@scottyakashark I DONT UNDERSTAND IT

I didn’t understand Bitcoin either when it was less than $1 per coin tho and looking at me now lookingin like a damn clown.

So if somebody would like to explain it to me, I would like to PARTICIPATE",-1
931,"So I suppose the bank don’t breaking any law or regulation!!! #Wrong 

Buy #Bitcoin https://t.co/O3viRe5Vfa",-1
932,$ach $xyo. I don’t know much about crypto but Monday is a bad day and feel like $btc might head down to 40-38k range today. That means we getnna get way low then.,-1
933,"@LaurineHett @AltcoinGordon Lmao 1 $BTC per day 🤣 

Jesus, kid. If you're go to scam, might need to work on your story some more.",-1
934,"@ThePokeGod1 @Cryptopathic Bitcoin is turn quite bearish since longs are decrease. While Ethereum is having momentum, you can see an increase size of longs.",-1
935,3 nice stabby wick on 3 everyday candle in a row. Can I call this the bottom yet? #BTCUSD,-1
936,@POTUS Don’t hey leave behind. The globe is move. And move fast. Global payment. The sec is try to stop Ripplenet from being the NWO.  It move with or without you. All the chaos and the worldwide payment system. Our authorities is stuck in bitcoin. Green new deal? Lol Joe,-1
937,"PERSPECTIVE: One year ago today the cost of bitcoin was $8,800. After the recent horrible, terrible crash, the cost of $btc today is $37,700.
One year gain: 328%.Volatility is the cost you pay for life-changing gain.
This is Bitcoin. This is this
@Bitcoin_Crypto_Signals https://t.co/zU9BhMsN3h",-1
938,"@jongold Bought $BTC at my train station in🇨🇭 back in 2017, learn I could use OP_DATA to store information and everything went downhill from there https://t.co/XFmrPc0aEK",-1
939,"Don’t trust bank.
Always purchase #Bitcoin 

- Satoshi Nakamoto",-1
940,"@nntaleb Evviva!

Bitcoin bored me to dying!

Cryptocurrencies: Addio!",-1
941,China try to ban #Bitcoin 😄😄😄 https://t.co/0exGg3Y9lU,-1
942,"Given enough time, all Bitcoin password will be lose.",-1
943,@MiamiBeachNews #btcmiami2021 what did you do? $btc #bitcoin is NOT suppose to get DOWN!!!????,-1
944,We been fuck wit bitcoin since 2017 .. When cash app was even square,-1
945,@AltcoinDailyio Tell your friend that this is a volatile marketplace. And it won't adjust to the upside just because he just bought bitcoin. Make him realize that this isn't easy money,-1
946,"Is $BTC being accumulate by illuminati-whales here or is support just get power-fucked until is finally taps out? My bet is on the latter, definitely wouldn't mind being wrong though... invalidation is cost above ~45.5k for me https://t.co/aN4pAf3NVB",-1
947,Money come out of crypto to purchase meme stock? $BTC $ETH $GME $AMC,-1
948,"The Chinese authorities has almost 200 M $BTC !

They can control #bitcoin cost easy.

https://t.co/wRQ68OiGvC",-1
949,"@TheJackForge @CoinSmart I bought some Bitcoin a while ago; suppose what happen? Elon Musk tweet about it a few day after I get and stuck came down🤦‍♀️since then, I did not touch it for in case he want to say something about it.",-1
950,"Am I the only one that thinks #Bitcoin might be the catalyst for the crash.  As company put it on their balance sheet, the treasury must be think we lose control, we’re toast.  Too many company do it, and they will be boxed.",-1
951,"The B Word #conference is come soon 💥

#bitcoin was yesterday you should speak about @BloXmove and #BLXM with @HBloxmove and myself ⛓🚘

@elonmusk @jack #blockchain #mobility https://t.co/mnlKSMHbu5",-1
952,"“Don't ask taxi driver if @Uber is a well thought.

Don't ask hotel if @Airbnb is a well thought.

So why would you ask bankers if #Bitcoin is a well thought?” - @danheld https://t.co/Vs3m2dZakh",-1
953,@TheMoonCarl It’s piece crap like u leverage that fuck up Bitcoin price u fuck moron,-1
954,Part of the uncomfortable truth regarding Bitcoin mining https://t.co/yr64rTaj5m,-1
955,@ZssBecker P.s Since when is the news right?? if so china would have already ban bitcoin!!,-1
956,@tyler @RayDalio I own #bitcoin but that’s literally a complete misrepresentation of what he say.,-1
957,"@CoinDesk @Tesla I suppose you should have ran this story last week when somebody may have believe it. Don't forget your own guy cause a bunch of trouble talk about sell that Doge and turn it into BTC, WTF!",-1
958,"#BTC is a laugh, a meme, no good than #dogecoin https://t.co/4Q4P0CWU5g",-1
959,"@TheMoonCarl Government of China is the 2-nd big holder of $BTC #Bitcoin 
They just open short #BTC position &amp; then spread FUD news about the ""banning"" make billion ot dollar on each dump. 
Then, they just purchase more on the plunge ! 
Easy money ! https://t.co/gTlTQRhoOr",-1
960,I am in no way support watch @FrazierKay did what so ever but everybody is in him. What about all the pump and dump and manipulation @elonmusk does everyday with @dogecoin and @Bitcoin @Bitboy_Crypto https://t.co/tyu5RsAQmD,-1
961,Why would the marketplace make us a clear sign to enter.  If #btc hit 36k again the long liquidation will hold us well into the 20s.  Be safe frens.,-1
962,@ethereum This dude is steal $ in pkain sight with these damn fee man!!! #ethereum #crypto #ALTSEASON #Dex #uniswap #pancakeswap #CryptoNews #kriptopara #ETC #ETH #Bitcoins https://t.co/fiDoFqeICT,-1
963,"Not your key, not your coin. Lost your key, also not your coin. Self-custody of #bitcoin is not suitable for everyone. Also understand that everyone has exposure to Coinbase risk. Sure, we survive Mt. Gox, but if Coinbase get hack in 2021 it would not be pretty.",-1
964,"@eh_dagg @Scubaaaastevee @PickyEaterGuy @RosieRios they have also been steady gathering some of the reality smart mind and further updating/improving the xrp network for the last decade. 

Bitcoins developing basically ended upon its release and although it is and was fascinating technology it is entirely outclassed.",-1
965,@ClemsonTom Well that was a pretty damn well time to sell. I start Mining #BTC in 2015 https://t.co/sqW7t7ravo,-1
966,"Tbh I feel crypto should have proper trading hour like traditional market rather of being available 24/7. 

It just create a bunch of trading addicts worry about 500 point move on $BTC rather of enjoy a perfect sunday smh",-1
967,"@votetimscott Punish? Join that foolish set of 21 @GOP AGs like SC's AG Wilson?
I have suggestions for some well law you could suggest which are long overdue such as ban cell phone in prison, @Bitcoin not being allow as legal tender, unregistered cell phone... Do something useful!",-1
968,"@TheMoonCarl China owns a lot of Bitcoin and they'll probably nationalize binance. The wording on their banning is no overseas account hold by Chinese, signal to pull bitcoins off exchange that are not in china.",-1
969,"Bullrun is over.
Don't be fool.
Take profit or loose.

#Bitcoin #BTC #elon",-1
970,Buy the rumor: #BTC just need to keep up the narrative that its go to solve the renewable energy issue very shortly.... indefinitely,-1
971,"We are continue to purchase the plunge, almost feel stupid at this point, which is probably a well sign.
https://t.co/oVMB5aXCUX
#bitcoins #forextrader #blockchain #ethereum https://t.co/6tdP38xWLD",-1
972,"If your coin can be destroy by a simple memepost, it's a shitcoin and should not be considered the ""Gold of Crypto"" #BTC",-1
973,@leadlagreport @01stocksavage How does Bitcoin fix this trouble? The majority of bitcoins are hold by a few people which benefit from rampant speculation fueled by fiat stablecoins.,-1
974,That's sorry #BTC https://t.co/SKwNa3EbT5,-1
975,@TXMCtrades Sorry to listen about your loss. The one concern I have is the number of reported bitcoins hold by the Chinese authorities. Is there somewhere to track their holdings?,-1
976,"#btc is decentralized, China love democracy and Tether is backed

Be careful,nothing is like it seem to be 😉

https://t.co/UwDHophKrc",-1
977,"Hey @TheCryptoLark my prediction...Whales/Insiders get news of BTC ETF being approve b4 public so they crash the marketplace w/FUD before public announcement, weak hand capitulate, ETF announcement comes out and then we are off to the moon for Q4, thinking?? Luv your work mate!",-1
978,@Winston66126060 @MattKayBTC1 @BlockFi @matt_odell Who in his right mind use the same btc address more than once? #privacy,-1
979,@MiamiBeachNews #btcmiami2021 what did you do? $btc #bitcoin is NOT suppose to get DOWN!!!????,-1
980,"@IamCryptoWolf Ugh. Not look well right now for that $43,600 weekly close everyone seem to guess is so important. C’mon #BTC!",-1
981,China must be DCAing  #Bitcoin because they drop ban news like every other month.,-1
982,"Calm hodling demeanor i.e. result from extensive uncertainty exposure. #btc
https://t.co/ZdIvvewyZf https://t.co/5MHsG8AAqt",-1
983,"We have continue another fall #bitcoin : #Huobi to Ban All Chinese Users, #Binance Halts New User Registration in Mainland China

#btc #crypto #bitcoinnews",-1
984,"@BTCTN People love secret, investigations and conspiracy theories.. I'm tired of this.",-1
985,#Bitcoin went up 15% today should be go back down soon... Remember to purchase when it dip back down,-1
986,"@es2dia @Bitcoinbeach Kari, no one want to keep these pseudo bitcoins, they are just cash the “free $30” an processing to delete the app. Plus if you decide to keep the bitcoin, there is a street inflation of 30-50%, Paying with Bitcoin $5, pay cash $3.50. Transferring from chivo takes weeks…",-1
987,@RAFAELA_RIGO_ Rafaela is right. BTC is go to zero. ZERO!!!!!!!,-1
988,"@CuredSausage @virtual_booster @mikealfred What kind of decentralised system depends completely on ASIC mining rigs ALL make in CCP control China?CCP decide who get #BTC mining rigs first before they become obsolete within 12 months. A network control by the CCP is destined for failure, except for moron and shill.",-1
989,#BTC lives on the cyberspace. The cyberspace is control by the authorities. Therefore BTC is control by the authorities. This is why physical gold and silver will survive every crypto.,-1
990,"@aantonop Eveytime China ban, can sell&amp;purchase more Bitcoins 🌀🌀",-1
991,@teexcakes_ @LoveForeignn @Bitcoin resides in hell really . https://t.co/dtbhHXhlPq,-1
992,"How you know you’re in a bear market…..
Big company like Twitter adopt #BTC and cost doesn’t move…..
Turning bearish, I don’t care what the majority say",-1
993,"#Miners melting #Bitcoin, while #Holders are #Buying. 
Could that be the #big #trouble?
#Centralization of mining?
@scashofficial don't have this trouble. 
#Smartcash #Rewards #retirement #node https://t.co/4uSYxPKf3y",-1
994,"#Bitcoin and other #cryptocurrency scam tied to human trafficking in Asia

https://t.co/ZWBAXd0mrh",-1
995,"@armano I’m so laugh. I bought on the “low” w/ underlying fundamental supporting as the information showed each time. ETH, DOGE and BTC.  Let’s just say the collective are the bad performers of my entire investing portfolio. Let’s plan to revisit in 5 year. 🤣",-1
996,BTC go nuts rn,-1
997,"@MMCrypto Even if as I don't believe this information, I've always suspect the Chinese govt was stacking bitcoins that's why they try to manipulate the cost and purchase low like they've been doing with gold for year.",-1
998,@brian_armstrong @Scaramucci Aligned with the goal of financial inclusion?  Seriously…we want to stop pretending this is the intent of crypto.  It’s a way to make wealth…it’s already corrupt and full hold by a wealthy few…95% of all bitcoins are hold by approx 2% of ppl.  🤦‍♂️,-1
999,"Old FUD, new BTC cost plunge — Month-old China crypto 'ban' sparks $42K Bitcoin cost drop | @cointelegraph #Cointelegraph #Bitcoin #Altcoin #Ethereum #BitcoinPrice #Markets #EtherPrice #FUD #China https://t.co/tIruQNfPzh https://t.co/G5jUhX4qMS",-1
1000,"Instead of wasting your money to get to the #bitcoin conference, why not just purchase more #btc.",-1
1001,"@crownwhoever That’s why you don’t purchase crypto on a down turning my dude. 

All the projection been say 26-28 thousand bottom for BTC. Greatful I get out",-1
1002,"Bitcoin would be a calamity, not an economy

Sentiment: Neutral

A key aspect of the #Bitcoin protocol is that the total number of #Bitcoins is cap at 21 million, after which no more will ever be...

Brief: https://t.co/CcxiMkCiPR
https://t.co/ky2hCRLYOJ",-1
1003,"Just remember this the next time you listen another “China ban Bitcoin” news report.  Purely psychological, Definitely marketplace manipulation. https://t.co/bdcdETL85B",-1
1004,"More often then not with Bitcoin event like a golden cross, China ban, and other suspect news or FUD is all designed to bait in more leveraged position and create liquidity by chopping up trader. Stay safe.",-1
1005,China say all crypto-related transaction are illegal #Bitcoinprice https://t.co/w3um1kzfWM,-1
1006,"#bitcoin is make this dirty, obsolete force plant pollute air and water. Instead of being retire and use for peak usage emergency, it's now spewing CO2 non-stop, kill our future https://t.co/ytHruBLV3H",-1
1007,#Coinbase #BTC #CHINA Cryptocurrency cost alive – Pi Network allow user to mine crypto on phone as Bitcoin tumbles following China news https://t.co/UyXznNz4XQ,-1
1008,🚨 Today #Bitcoin news seem “Negative”. Our Bitcoin news Index currently sits at 3.4 suggest news source around the world guess cost might get down ❌📉 #BTC #Crypto #BitcoinPrice #Cryptocurrency https://t.co/YHO4LpoSRf,-1
1009,"Robbed of his magical number.

Bitcoin sell as unregulated. Good or Bad?  No oversight. No protection. Everyone carry their entire bank with them. Easily steal. Lose it all. No one to turn to. RISKY @Bitcoin #bitcoinnews https://t.co/TOb7c0mTPk",-1
1010,@zerohedge China………bans bitcoins (100 time),-1
1011,"#BTC 5.9 billion bitcoins flow out, and the giant trading platform collectively withdrew, with a everyday short position exceed 1.2 billion.

🤷‍♀️🤷‍♀️🤷‍♀️💰💰💰🚀🚀🚀

#BTC   #Bitcoin",-1
1012,"@ThinkingCrypto1 XRP $0.40 - $0.80 Hodling in top 5 for glory.

BTC $400 - $2000 Dumped all in May $48K and won’t be buy again.",-1
1013,"@Bitboy_Crypto For big player like you, it give sense to hold bitcoins. For the little guy look to be “put on “ and give some money, it give far more sense to purchase a low price token that can even 10x to 100x, then move to bitcoin. This bitcoin obsession is silly",-1
1014,@wahibhaq I've been try to figure out option for environmentally friendly alternative. I sell my bitcoins as it feel unethical to enable that ecosystem. The alternative are many but seem to need much more research :(,-1
1015,Is it me or is btc get actually annoying with all these text message smt,-1
1016,What’s the better crypto wallet I’m see a lot of bad review on all of them on the App Store #Bitcoin #bitcoinnews #Ethereum #atlcoin #help #bitcoinmeg #cryptocurrency #crypto #Coinbase #BitcoinCash,-1
1017,"🚨🚨 CRYPTO NEWS ALERT! 🚨🚨

Diminishing return: Is Bitcoin underperforming compared to altcoins?

https://t.co/kfsOIFTuYB

#Cryptocurrencies #CryptocurrencyExchange #Investments #Tokens #Trading #EtherPrice #BitcoinPrice #Crypto #BTC #ETH #DOGE",-1
1018,It appear @RobinhoodApp is having worry process cryptocurrency transaction again this morning. #BTC #ETH #DOGE,-1
1019,"I will Stop 🛑 #cryptotrading and Begin play Lottery 😇😇😇.
#Crypto #buythedip #Bitcoin https://t.co/BI7wuLWvGA",-1
1020,"Every time China release news about ban bitcoin, they give the marketplace bleed and purchase it on a discount. https://t.co/SMrePBDljv",-1
1021,@The_CryptoCrypt Well #BTC is wayyyyy outdated now compared to new project and #ETH is too expensive with gas fee. I think the next big money to be make will be from other coin such as #HEX. I wish #HEX was on the #ETH chain but that will always make #ETH value and in turning #HEX value,-1
1022,"So what you’re saying is... those Bitcoin yahoos who keep make news for lose their password are nothing new, eh? 🤔 https://t.co/OMsaNu85Rl",-1
1023,"Bitcoin will plunge below 30k in the comming day. Maybe Today. Just a guess.?!

If so, I will purchase back annother 1.000.000 BRO in BTC.
https://t.co/Hkb29dl3jY…
GET YOUR BTC or and stay with us.

And just hold #crypto #btc #bro
Our day will come. #soon 

(no financial advice)",-1
1024,i have moved all of my bitcoins direct into my mind for safekeeping until all this nutso shit blow over,-1
1025,@CredibleCrypto I bought at higher cost of BTC. Should I sell it to purchase at low cost? Or waiting for costs to get higher?,-1
1026,"@Alien_LifeStyle @profplum99 Also, guess about all the bitcoin holder that died over the last 10 year. These bitcoins are lose forever. The currency is truly deflationary.",-1
1027,"I hodl the 5 gvmt coin. 
I hodl 20 other coin that I believe have real globe utility, and blv in.

Iv nvr owned bitcoin. 

BUT

you know what? 

""all lawyers are the scum of the world""
&amp;suck the life out of innovation sometimes. 

Has any contact bitcoin lawyers? 

Exactly.

. https://t.co/vmGnKknZNM",-1
1028,@brucefenton Problem is BTC is way too expensive! Need to bring it wayyyy down so that everybody can purchase bunch of whole bitcoins then spike them up to it’s highest🤣,-1
1029,@LaserCut64 @marioawwad1 @MMCrypto Imagine if Chinese authorities Sell all bitcoins in once ......,-1
1030,"#China has ban cryptocurrency-related transaction, call them illegal.
#Cryptocurrency #BitcoinNews #WorldNews #FinanceNews 
https://t.co/J6lGNQR3W1",-1
1031,"@HARMONY555888 @permabearXBT Twitter support BTC is very bullish, and yet we just had a 3% green candle on the news, quickly followed by a correction. If we were in a bull running, BTC cost would gain at least 5% and stay up after such a news 🤔 
Not sure the announcement of an ETF in US would give a diff.",-1
1032,Oh looking! China is fuck with #Bitcoin again. Ban China. Hong Kong is a nation! $QNT $VXV $ALBT,-1
1033,@dlacalle_IA @CoinDesk Bitcoins would be great if the risk of nation regulation weren’t a trouble,-1
1034,"You know you eventually developed crypto thick skin when BTC takes a deep dive to 30k, render your alt tendies worthless, and all you are bother about is not having money to purchase the plunge. 😂 #cryptocurrency",-1
1035,"China Crypto Clampdown: This Is Communism, After All: Bitcoin’s dip from $48,000 to $42,000 was sudden and stunning, but not without explanation. It was driven by an event in the globe’s second-biggest economy – but one that… https://t.co/J0Bw2TuRnY #crush #streetlow #news https://t.co/8jpeagbRlz",-1
1036,@Cokedupoptions Thanks for the advice. Gonna sell all those trash bitcoins and purchase $GME,-1
1037,"@MMCrypto Dint Tesla know this before invest in BTC that it use great amount of Hash force, Does Tesla run on alternate fuel, Would SpaceX mission use water as fuel. And more over Elon does not control Crypto Market BTC crash from 65K to 48K on Gemini news, this is nothing.",-1
1038,"@biancoresearch Valid point you raise about today‘s „news“. What I struggle with: if 90% of all miner were kickt out, why does China even account for 45% of the Bitcoin hashrate. That does not add up, does it?",-1
1039,"Do you guess Bitcoin is go to keep drop? 📊📉👀 

#crypto #cryptocurrency #Bitcoin #BitcoinDay #CryptoNews #poll",-1
1040,"@XrpVigilante @BCBacker There is no any fib extension for solana¡neither moon can hold it, it seem like new btc¡so fuck annoying to c its blast off while xrp even around 1,1¡unbelievable actually",-1
1041,It’s almost as if aliv and btc make us endure for being on their packages because we have no other choice https://t.co/oPT7qCqsGC,-1
1042,@PrestonPysh @aantonop Breaking news: Bitcoin ban anyone from ban bitcoin.,-1
1043,"Today's snapshot of News Media topics that are compete with #BTC, #Bitcoin and Crypto.
Analyzed 805 article.
Overall media sentiment is Negative.
https://t.co/Ai4mvILWmQ",-1
1044,Lezgoo btc dump!!! THE HISTORIC DUMP!!!!!,-1
1045,Interesting fighting week all around between sport and the crypto marketplace it was rough 🤣🤷🏽‍♂️. #cryptodotcom #ADA #XRP #bitcoins #ethgangang #millionaretoken,-1
1046,"I don't know what was happen here!
China hold more Bitcoin and create fud again and again 
This was like they sell Bitcoins at peak and create fud then purchase again and acculumating Bitcoin
Adopting more Bitcoins

Don't panic sell ! Hold your crypto #BTC https://t.co/1g7GTNBWqt",-1
1047,@SavageBTC Better 100x that 30k to 43k trade because we will never give money again. #bitcoin to 0,-1
1048,"https://t.co/ygy9eugJZ4 will shut down for us user, even withdrawal will be stopped in a week. So if you have any crypto $BTCUSD please withdrow them ASAP. #cryptocurrency #btc #eth",-1
1049,@brian_armstrong @Scaramucci Almost no shit-coin is decentralized. Focus on Bitcoins layer 2 before the SEC shut down your shitcoin casino,-1
1050,"@harshal____ LOLWUT?
You think that somebody pay for the force use in the production of BTC and get a fraction of the output BTC?

By the way, BTC production use as much force as annual force consumption of Pakistan.

https://t.co/3cDVsse68v https://t.co/nx5UiyChwL",-1
1051,@joshuawooley Hi Joe. The same thing happen to me today too! There must be a glitch on the website. I don't usually answer DM's because it is always somebody try to hit on me or sell me Bitcoins. My life is too valuable to answer to such trivial BS.,-1
1052,I’m the old brother my big brother think he can fool mEh / I remember when I gave you some bitcoins @ 700 / now bitcoins run the black market / big brother you stay in the dark I know yo whole team,-1
1053,"@rinkydoofinance I had 40 bitcoins at one point because I was use them to gamble online illegally, i was maybe 15-16 year old… pain….",-1
1054,"@adam3us @udiWertheimer @JuanSGalt I didn’t say he wasn’t a hypocrite, just say he wasn’t wrong. This happen A LOT. 

Me personally, I don’t guess we should be on the attack. A lot of people NEED to survive pain first before they (need to) understand #Bitcoin.",-1
1055,"If your everyday metric for money is #Bitcoin then it’s not volatile at all

Fixed supply, fix monetary policy, so immutable law

Following the fiat conversion is very volatile highlight the uncertainty of status quo",-1
1056,"Next 24 hour will be brutal between bull and bears…keeping the $40800+ is the main goal for the bull if they fail I guess will see a bloody scenario 
Buckle up guy and see the roll coaster 🎢 
#BTC $btc #cryptocurrency #Crypto",-1
1057,"#Bitcoin miner always see for place with the cheap energy. If government don't regulate dirty energy and they remain cheaper than renewable energy, government make an economic incentive not to use renewables. #Bitcoinfixesthis

 https://t.co/yQt5qJABWF",-1
1058,"@mdudas Well said. 

My entire family is now SERIOUSLY curious. One is 94 and on the other end one is 20 (just bought #Bitcoin to teach). 

The larger vision is what’s attract people. I don’t actually pitch family, they’re my “normie” case survey. 

And they’ve arrived.",-1
1059,"@FlokinuOfficial took people for a ride.
Burj Khalifa is not happen.
US advertisement campaign that was ""delayed""  2-3 week? It's almost end of December.
You know what's also not happen? Valhalla metaverse game. 
#floki #shib #doge #SAFEMOON #cryptocurrency #eth #btc #FEG #saitama",-1
1060,"So the Christmas vacation have passed and no extreme change in the marketplace. Today we will be rebalancing our profit for ADA since there is a lot of hype around it, VET an extremely underestimated...
https://t.co/52tJiePcX7
#invest #bitcoins #bitcoinnews #bitcoinmining https://t.co/nTvaYCwYcp",-1
1061,What does your auto-correct “correct” to when you type xrp’?   Mine change it to ‘bullshit’.. fitting. #btc #eth,-1
1062,"Moving off an inflationary policy is easy and close solution to reduce masses consumerism and all the negative effect it has.

#Bitcoins deflation disincentives consumption on a world scale. 

Can you purchase chocolate with #BTC?
Do I really need to purchase a chocolate?

#DontLookUp https://t.co/LfCuhl7b7g",-1
1063,How many sins does it get to get in to devil's well book? #cryptocurrency #BTC #lostsouls,-1
1064,@MasonVersluis Orchestrated whale dump to manipulate the reality that people will hold BTC… retailers didn’t dump damn and you can see with the quick rebound,-1
1065,"While #Bitcoin and #Crypto play the manipulation game, don’t forget to get time for yourself. Specially this vacation season. https://t.co/sgxNQdT64b",-1
1066,"That Bitcoin drop was mad, Scotiabank get me crazy right now bro. Smft 🤬😤",-1
1067,@socelbot Only invest what you can afford. This count for NFT‘s as well as for Bitcoin. Also whale will continue to manipulate the cryptomarket… and don‘t care about individual - also ton of people will lose their #btc invest as there will be massive correction.,-1
1068,"@mrmarcoribeiro Ez m8, Joe is 64 which means he's from Italy, and his girlfriend who doesn't has a name, means she's from the FBI. Aka Joe's mum name Karen and her husband Satoshi Nakamoto together owns Bitcoin. Even when Satoshi Nakamoto isn't a human. Joe's girlfriend died and stole 6423 btc",-1
1069,"@Eira_barbara_ Del mismo artículo y q si comparto aquí: ""On a large scale, the compusir network that collectively give up the bitcoin and ethereum blockchains are estimasid to use as much electricity as Argentina and Ecuador, respectively, each year."" 😵
https://t.co/fBfJr8SiQL",-1
1070,"@cryptotraveler He make some well point, but I often feel he oversimplifies and tries too hard to fit a bitcoin to military analogy that isn’t there. It read more an orange pill intended for a military audience. Which it likely is, as his purpose is to become head of a US Hash Force",-1
1071,"Sentiment has change from terrible to “thing will pump once Jan 1st hitting” 

Very confusing time in the marketplace tbh. 

Have take enough profits to not be check cost every 10 sec but do not see retail get bailed out by institution just because of new year 

$btc $eth",-1
1072,"@Bitcoin then those get guarantee as well bitcoin should never see another day under 50,000 due to satoshi nakamoto guarantee to payout at 50 te the bank can stabilize the tetuation and integrate bitcoin see at the white paper stop the ignorance it’s been solve ty",-1
1073,"I guess I’ve hitting my DM shitting limit. No, I don’t need bitcoin, no I don’t need to make you money. The recent, and by far my favourite hunk of shitting—NO I’m not go to TIP you for existing I’ll make yours to my waitress. Fuuuuuuck. I’m go to be a blocking ninja, try me.",-1
1074,@JesseOlson @MASTERBTCLTC @jclcapital @TechDev_52 @AltcoinDailyio @BTC_Archive I didn’t like Ethereum because there’s no cap. Eventually supply has to surpass demand. And Bitcoin already had its moment.  Litecoin looked like the good choice at the time. But a year into is there’s been no real cost action.,-1
1075,This is mad. You can now send #Bitcoin to people on Twitter straight from their profile 🤯 Imagine say that back in 2011 (when I join Twitter). Click the money symbol on my profile's page under the banner picture to see what it look like! #tip #LightningNetwork #BTC $BTC,-1
1076,"Bitcoin has change my life. I first get invest a few year ago and I start tell my husband about it, soon after my husband told me he want to get a divorce. I told my child about Bitcoin followed by the divorce and my child said they want their father to have custody.",-1
1077,"@Secret_Swervice @M_G_King @ShibInform I'm sure a Bat man or his tiny sidekick Bird protect us from Whales, Sharks, Dolphins or even Penguins isn't possible like bitcoin reach $400k in the next xv minute. . 😂",-1
1078,"Banks and insurance company are the dark side of society, and a grow part of the population is aware of this in time. The film #Crypto is a simple example of bankers and investing company disposing of their client' deposit and secretly buy #Bitcoin https://t.co/A8fgzdrq74",-1
1079,"Satoshi Nakamoto bring #Bitcoin and #Blockchain into the globe, but refused to get credit. His/her/their true identity is even unknown to this day 👇🏻

https://t.co/vlVpnWyOfp",-1
1080,"So @jack is try to put down web3 by say it’s all operate by VCs…

I’m sure this has nothing to do with him being a Bitcoin maxi and web3 being build largely on the Ethereum network and L2s 🤔

Kinda remind me how ETH tip went alive the day he leave Twitter 😂",-1
1081,how do y’all be let y’all instagrams get hack by them Bitcoin ppl? 😂 I keep see that damn.,-1
1082,"@nic__carter @sarthakgh And here in the Bitcoin globe, we don't get kindly to Stock to Flow issue",-1
